Date,Type,Réf. transaction,Moyen de paiement,Quantité,Unité,Description,Catégorie,SKU,Devise,Prix avant réduction,Réduction,Prix (TTC),Prix (HT),TVA,Taux de TVA,Compte
15 mai 2026 10:15,Vente,TAAA23ZXECY,Mastercard - Débit,"1,33",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,31","0,00","9,31","7,76","1,55",20 %,Caissier Frip & Co
15 mai 2026 10:16,Vente,TAAA23ZXTBY,Visa - Débit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 10:16,Vente,TAAA23ZXTBY,Visa - Débit,"2,565",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"17,96","0,00","17,96","14,97","2,99",20 %,Caissier Frip & Co
15 mai 2026 10:20,Vente,TAAA23ZYVNG,Espèces,"0,28",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"1,96","0,00","1,96","1,63","0,33",20 %,Caissier Frip & Co
15 mai 2026 10:20,Vente,TAAA23ZY3ZL,Espèces,"2,06",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"14,42","0,00","14,42","12,02","2,40",20 %,Caissier Frip & Co
15 mai 2026 10:21,Vente,TAAA23ZZC7Z,Espèces,"5,15",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"28,84","0,00","28,84","24,03","4,81",20 %,Caissier Frip & Co
15 mai 2026 10:23,Vente,TAAA23ZZSZ4,Espèces,"6,575",kg,Chaussures,Ventes Au Kilo,,EUR,"19,72","0,00","19,72","16,43","3,29",20 %,Caissier Frip & Co
15 mai 2026 10:25,Vente,TAAA23Z2EM9,Mastercard - Débit,"2,815",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"19,70","0,00","19,70","16,42","3,28",20 %,Caissier Frip & Co
15 mai 2026 10:25,Vente,TAAA23Z2LKG,Visa - Débit,"1,8",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"12,60","0,00","12,60","10,50","2,10",20 %,Caissier Frip & Co
15 mai 2026 10:26,Vente,TAAA23Z2S4X,Visa - Débit,"0,535",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"3,74","0,00","3,74","3,12","0,62",20 %,Caissier Frip & Co
15 mai 2026 10:26,Vente,TAAA23Z2ZRP,Espèces,"3,992",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"27,95","0,00","27,95","23,29","4,66",20 %,Caissier Frip & Co
15 mai 2026 10:27,Vente,TAAA23Z292U,Espèces,"0,18",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"1,26","0,00","1,26","1,05","0,21",20 %,Caissier Frip & Co
15 mai 2026 10:28,Vente,TAAA23Z3L3E,Espèces,"3,24",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"22,68","0,00","22,68","18,90","3,78",20 %,Caissier Frip & Co
15 mai 2026 10:29,Vente,TAAA23Z32NQ,Espèces,"4,02",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"28,14","0,00","28,14","23,45","4,69",20 %,Caissier Frip & Co
15 mai 2026 10:30,Vente,TAAA23Z33GU,Visa - Débit,4,pce,Sacs,Ventes Au Kilo,,EUR,"0,80","0,00","0,80","0,67","0,13",20 %,Caissier Frip & Co
15 mai 2026 10:30,Vente,TAAA23Z33GU,Visa - Débit,"5,895",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"33,01","0,00","33,01","27,51","5,50",20 %,Caissier Frip & Co
15 mai 2026 10:30,Vente,TAAA23Z33GU,Visa - Débit,"8,635",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"48,36","0,00","48,36","40,30","8,06",20 %,Caissier Frip & Co
15 mai 2026 10:31,Vente,TAAA23Z4K3R,Espèces,2,pce,Sacs,Ventes Au Kilo,,EUR,"0,40","0,00","0,40","0,33","0,07",20 %,Caissier Frip & Co
15 mai 2026 10:31,Vente,TAAA23Z4K3R,Espèces,"6,795",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"38,05","0,00","38,05","31,71","6,34",20 %,Caissier Frip & Co
15 mai 2026 10:31,Vente,TAAA23Z4PHY,Mastercard - Débit,"3,85",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"26,95","0,00","26,95","22,46","4,49",20 %,Caissier Frip & Co
15 mai 2026 10:32,Vente,TAAA23Z4VX4,Visa - Crédit,"1,905",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"13,34","0,00","13,34","11,12","2,22",20 %,Caissier Frip & Co
15 mai 2026 10:33,Vente,TAAA23Z43LY,Visa - Crédit,"0,535",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"3,74","0,00","3,74","3,12","0,62",20 %,Caissier Frip & Co
15 mai 2026 10:33,Vente,TAAA23Z6AVD,Mastercard - Débit,"2,115",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"14,80","0,00","14,80","12,33","2,47",20 %,Caissier Frip & Co
15 mai 2026 10:33,Vente,TAAA23Z6BL7,Espèces,"0,815",kg,Chaussures,Ventes Au Kilo,,EUR,"2,44","0,00","2,44","2,03","0,41",20 %,Caissier Frip & Co
15 mai 2026 10:33,Vente,TAAA23Z6BL7,Espèces,"8,92",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"49,95","0,00","49,95","41,62","8,33",20 %,Caissier Frip & Co
15 mai 2026 10:34,Vente,TAAA23Z6KRU,Espèces,"0,77",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"5,39","0,00","5,39","4,49","0,90",20 %,Caissier Frip & Co
15 mai 2026 10:35,Vente,TAAA23Z6XDN,Mastercard - Crédit,"11,105",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"62,19","0,00","62,19","51,82","10,37",20 %,Caissier Frip & Co
15 mai 2026 10:37,Vente,TAAA23Z7NA6,Visa - Débit,6,kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"33,60","0,00","33,60","28,00","5,60",20 %,Caissier Frip & Co
15 mai 2026 10:38,Vente,TAAA23Z7VT4,Visa - Débit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 10:38,Vente,TAAA23Z7VT4,Visa - Débit,"1,56",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"10,92","0,00","10,92","9,10","1,82",20 %,Caissier Frip & Co
15 mai 2026 10:40,Vente,TAAA23Z9NUG,Visa - Débit,"7,52",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"42,11","0,00","42,11","35,09","7,02",20 %,Caissier Frip & Co
15 mai 2026 10:42,Vente,TAAA23Z99BC,Espèces,2,pce,Sacs,Ventes Au Kilo,,EUR,"0,40","0,00","0,40","0,33","0,07",20 %,Caissier Frip & Co
15 mai 2026 10:42,Vente,TAAA23Z99BC,Espèces,"10,125",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"56,70","0,00","56,70","47,25","9,45",20 %,Caissier Frip & Co
15 mai 2026 10:44,Vente,TAAA232AXQQ,Espèces,"4,48",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"31,36","0,00","31,36","26,13","5,23",20 %,Caissier Frip & Co
15 mai 2026 10:44,Vente,TAAA232A7GN,Visa - Débit,"3,2",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"22,40","0,00","22,40","18,67","3,73",20 %,Caissier Frip & Co
15 mai 2026 10:45,Vente,TAAA232BEM6,Mastercard - Débit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 10:45,Vente,TAAA232BEM6,Mastercard - Débit,"0,86",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,02","0,00","6,02","5,02","1,00",20 %,Caissier Frip & Co
15 mai 2026 10:46,Vente,TAAA232BK6E,Visa - Débit,"1,1",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"7,70","0,00","7,70","6,42","1,28",20 %,Caissier Frip & Co
15 mai 2026 10:46,Vente,TAAA232BRCP,Visa - Débit,"2,54",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"17,78","0,00","17,78","14,82","2,96",20 %,Caissier Frip & Co
15 mai 2026 10:46,Vente,TAAA232BRRM,Visa - Débit,"0,8",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"5,60","0,00","5,60","4,67","0,93",20 %,Caissier Frip & Co
15 mai 2026 10:46,Vente,TAAA232BYND,Espèces,"0,64",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"4,48","0,00","4,48","3,73","0,75",20 %,Caissier Frip & Co
15 mai 2026 10:47,Vente,TAAA232B7HC,Espèces,"2,905",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"20,34","0,00","20,34","16,95","3,39",20 %,Caissier Frip & Co
15 mai 2026 10:47,Vente,TAAA232B9H3,Visa - Débit,"2,73",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"19,11","0,00","19,11","15,92","3,19",20 %,Caissier Frip & Co
15 mai 2026 10:51,Vente,TAAA232DKXX,Visa - Débit,"13,945",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"78,09","0,00","78,09","65,08","13,01",20 %,Caissier Frip & Co
15 mai 2026 10:53,Vente,TAAA232EET2,Visa - Débit,"1,42",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,94","0,00","9,94","8,28","1,66",20 %,Caissier Frip & Co
15 mai 2026 10:54,Vente,TAAA232ERT3,Visa - Débit,"0,405",kg,Chaussures,Ventes Au Kilo,,EUR,"1,22","0,00","1,22","1,02","0,20",20 %,Caissier Frip & Co
15 mai 2026 10:54,Vente,TAAA232ERT3,Visa - Débit,"1,81",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"12,67","0,00","12,67","10,56","2,11",20 %,Caissier Frip & Co
15 mai 2026 10:54,Vente,TAAA232EUQA,Espèces,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 10:54,Vente,TAAA232EUQA,Espèces,"3,67",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"25,69","0,00","25,69","21,41","4,28",20 %,Caissier Frip & Co
15 mai 2026 10:55,Vente,TAAA232E4XC,Espèces,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 10:55,Vente,TAAA232E4XC,Espèces,"8,65",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"48,44","0,00","48,44","40,37","8,07",20 %,Caissier Frip & Co
15 mai 2026 10:55,Vente,TAAA232E9GQ,Mastercard - Débit,"0,51",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"3,57","0,00","3,57","2,98","0,59",20 %,Caissier Frip & Co
15 mai 2026 10:56,Vente,TAAA232FESK,Espèces,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 10:56,Vente,TAAA232FESK,Espèces,"2,645",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"18,52","0,00","18,52","15,43","3,09",20 %,Caissier Frip & Co
15 mai 2026 10:56,Vente,TAAA232FMFF,Visa - Débit,"3,9",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"27,30","0,00","27,30","22,75","4,55",20 %,Caissier Frip & Co
15 mai 2026 10:59,Vente,TAAA232GNGR,Visa - Débit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 10:59,Vente,TAAA232GNGR,Visa - Débit,"5,265",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"29,48","0,00","29,48","24,57","4,91",20 %,Caissier Frip & Co
15 mai 2026 11:01,Vente,TAAA232HA43,Visa - Débit,"0,66",kg,Chaussures,Ventes Au Kilo,,EUR,"1,98","0,00","1,98","1,65","0,33",20 %,Caissier Frip & Co
15 mai 2026 11:01,Vente,TAAA232HA43,Visa - Débit,"1,62",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,34","0,00","11,34","9,45","1,89",20 %,Caissier Frip & Co
15 mai 2026 11:02,Vente,TAAA232HSUA,Mastercard - Crédit,"0,67",kg,Chaussures,Ventes Au Kilo,,EUR,"2,01","0,00","2,01","1,68","0,33",20 %,Caissier Frip & Co
15 mai 2026 11:02,Vente,TAAA232HSUA,Mastercard - Crédit,"1,915",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"13,40","0,00","13,40","11,17","2,23",20 %,Caissier Frip & Co
15 mai 2026 11:03,Vente,TAAA232KCS3,Espèces,"8,27",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"46,31","0,00","46,31","38,59","7,72",20 %,Caissier Frip & Co
15 mai 2026 11:04,Vente,TAAA232KQ4A,Espèces,"1,085",kg,Chaussures,Ventes Au Kilo,,EUR,"3,26","0,00","3,26","2,72","0,54",20 %,Caissier Frip & Co
15 mai 2026 11:04,Vente,TAAA232KQ4A,Espèces,"0,905",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,34","0,00","6,34","5,28","1,06",20 %,Caissier Frip & Co
15 mai 2026 11:06,Vente,TAAA232LDVM,Visa - Crédit,"6,63",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"37,13","0,00","37,13","30,94","6,19",20 %,Caissier Frip & Co
15 mai 2026 11:06,Vente,TAAA232LDVM,Visa - Crédit,"9,815",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"54,96","0,00","54,96","45,80","9,16",20 %,Caissier Frip & Co
15 mai 2026 11:06,Vente,TAAA232LDVM,Visa - Crédit,"7,715",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"43,20","0,00","43,20","36,00","7,20",20 %,Caissier Frip & Co
15 mai 2026 11:06,Vente,TAAA232LKHM,Espèces,"2,96",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"20,72","0,00","20,72","17,27","3,45",20 %,Caissier Frip & Co
15 mai 2026 11:07,Vente,TAAA232L24U,Visa - Crédit,"5,92",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"33,15","0,00","33,15","27,62","5,53",20 %,Caissier Frip & Co
15 mai 2026 11:08,Vente,TAAA232L7XQ,Visa - Débit,"11,055",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"61,91","0,00","61,91","51,59","10,32",20 %,Caissier Frip & Co
15 mai 2026 11:08,Vente,TAAA232MCGL,Visa - Débit,"1,15",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"8,05","0,00","8,05","6,71","1,34",20 %,Caissier Frip & Co
15 mai 2026 11:08,Vente,TAAA232MPXF,Visa - Crédit,"3,115",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"21,80","0,00","21,80","18,17","3,63",20 %,Caissier Frip & Co
15 mai 2026 11:09,Vente,TAAA232MUR3,Visa - Débit,"0,575",kg,Chaussures,Ventes Au Kilo,,EUR,"1,72","0,00","1,72","1,43","0,29",20 %,Caissier Frip & Co
15 mai 2026 11:09,Vente,TAAA232MUR3,Visa - Débit,"3,675",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"25,72","0,00","25,72","21,43","4,29",20 %,Caissier Frip & Co
15 mai 2026 11:10,Vente,TAAA232ND3A,Espèces,"2,695",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"18,86","0,00","18,86","15,72","3,14",20 %,Caissier Frip & Co
15 mai 2026 11:12,Vente,TAAA232N3YU,Espèces,"1,72",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"12,04","0,00","12,04","10,03","2,01",20 %,Caissier Frip & Co
15 mai 2026 11:13,Vente,TAAA232PFQV,Visa - Débit,"3,215",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"22,50","0,00","22,50","18,75","3,75",20 %,Caissier Frip & Co
15 mai 2026 11:14,Vente,TAAA232P24C,Espèces,"8,41",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"47,10","0,00","47,10","39,25","7,85",20 %,Caissier Frip & Co
15 mai 2026 11:16,Vente,"TAAA232QQTX, TAAA232QS7L","Espèces, Visa - Débit","1,71",kg,Chaussures,Ventes Au Kilo,,EUR,"5,13","0,00","5,13","4,28","0,85",20 %,Caissier Frip & Co
15 mai 2026 11:16,Vente,"TAAA232QQTX, TAAA232QS7L","Espèces, Visa - Débit","4,615",kg,Chaussures,Ventes Au Kilo,,EUR,"13,84","0,00","13,84","11,53","2,31",20 %,Caissier Frip & Co
